"studentId","firstName","lastName","DOB","class","score"
"496","bxhjxczx","xblviwpk","2008-07-30","Class5","71"
"497","dkdgtsa","mvcvud","2005-08-05","Class3","82"
"498","khajtx","fshmqns","2001-09-27","Class1","66"
"499","ejyh","pfvgyvw","2002-04-28","Class3","82"
"500","qggogz","srt","2009-03-09","Class5","70"
"501","upkcz","rllzpeec","2008-01-11","Class5","78"
"502","fnqnqbr","ywrp","2009-09-15","Class5","80"
"503","rrcy","ujmbz","2006-08-03","Class5","80"
"504","fctnbcb","nzfokcz","2000-07-19","Class2","69"
"505","dcjkmtk","tpt","2008-01-03","Class4","65"
"506","aejis","mkldzwf","2004-02-06","Class5","67"
"507","hkdm","ltfhx","2008-09-09","Class2","76"
"508","bxkebmi","snjcrc","2007-06-14","Class5","85"
"509","fnpkl","qitrznv","2004-09-12","Class3","72"
"510","hblgvli","muhsf","2004-04-30","Class1","80"
"511","psix","qkf","2010-08-18","Class3","74"
"512","abwxmdvj","xzuekme","2008-05-14","Class1","73"
"513","mdze","vpo","2008-07-22","Class1","65"
"514","myyxgz","uxdpoqhy","2007-02-01","Class1","73"
"515","bjijsax","fawpnmaq","2001-06-01","Class5","76"
"516","jrguug","zjquexp","2001-01-23","Class4","78"
"517","umovzz","ovl","2000-11-17","Class2","72"
"518","rfcp","ojwjyjf","2004-08-31","Class4","78"
"519","jjuiiy","ymbzhcb","2004-09-13","Class2","82"
"520","qjnnvk","pdnkkp","2005-06-04","Class3","79"
"521","lezumrsy","vorl","2000-03-04","Class1","80"
"522","gith","ede","2008-06-01","Class2","75"
"523","qboct","kxbrprd","2000-08-05","Class3","71"
"524","plvy","rtlwf","2005-02-16","Class3","81"
"525","omevguem","lvmruz","2002-01-17","Class4","82"
"526","rxnmv","rqlwxxo","2010-03-30","Class5","78"
"527","zami","zllcunl","2004-09-21","Class5","74"
"528","vnhf","sylw","2006-11-18","Class5","69"
"529","neyega","hhbq","2008-05-21","Class2","77"
"530","msvwyk","rboscaj","2008-10-16","Class4","72"
"531","hnxxt","cbxib","2000-01-10","Class4","70"
"532","izku","rrslsbzt","2003-02-06","Class5","78"
"533","xssnhebi","pwmxfgnl","2009-12-15","Class2","84"
"534","trxsb","wbadc","2009-12-20","Class3","67"
"535","phdtgsw","uminz","2004-07-13","Class4","84"
"536","zln","otnwkr","2009-12-09","Class4","74"
"537","jzrdvb","kpbhe","2006-06-10","Class5","83"
"538","irzu","aji","2005-12-31","Class5","67"
"539","gbicfp","vnlbw","2008-02-09","Class1","66"
"540","egue","laxgbvak","2008-09-25","Class2","80"
"541","vqj","aobf","2004-09-30","Class4","76"
"542","bjbo","zxsarz","2002-08-15","Class5","67"
"543","dilttxez","bpp","2009-06-19","Class3","85"
"544","obhw","ufweuh","2010-07-21","Class4","66"
"545","iuqjjb","vxqe","2002-04-05","Class4","79"
"546","hgjwd","xuehlmn","2003-05-26","Class4","73"
"547","vlmhkyb","krq","2010-03-01","Class5","80"
"548","kimwt","cvnxazt","2004-08-06","Class4","76"
"549","aszremry","waihahle","2008-12-24","Class3","67"
"550","oyad","ktgdlke","2007-08-27","Class2","81"
"551","uofinkq","iwprtfh","2006-09-19","Class3","73"
"552","hkweros","xwe","2004-12-22","Class1","75"
"553","ijnbu","bgbqfx","2001-02-12","Class4","81"
"554","akbecqc","ang","2005-07-20","Class4","83"
"555","qqj","hbqro","2002-11-28","Class3","65"
"556","klfoqs","hjeemd","2005-02-08","Class2","77"
"557","ytpefpkk","pqhawt","2009-05-08","Class1","67"
"558","rghymi","ozeljx","2010-12-08","Class3","82"
"559","akgaqc","ixtz","2004-08-29","Class4","74"
"560","gpy","yctlei","2009-01-30","Class5","77"
"561","yzz","vvpkw","2003-02-03","Class3","76"
"562","jdt","fsiqxb","2006-08-15","Class1","78"
"563","uobrfkxo","wbqljbb","2010-12-28","Class1","68"
"564","qeygui","rvgourm","2004-03-09","Class5","77"
"565","zfp","ajfy","2005-07-09","Class1","78"
"566","vqrrplrw","acko","2003-02-14","Class3","82"
"567","rhsyp","owmokt","2000-09-07","Class1","73"
"568","adsxg","gdycg","2009-09-12","Class1","74"
"569","cbiqvd","ptfcpf","2007-06-29","Class3","70"
"570","nupcuap","hdwqllez","2001-07-10","Class5","75"
"571","tmjzuqa","nalbrfa","2004-04-13","Class1","74"
"572","bgmbrdj","jnsaz","2005-03-21","Class3","76"
"573","sdbqfl","zmdfyu","2001-02-08","Class4","65"
"574","ukfmeqii","htwx","2007-09-13","Class2","72"
"575","ttdv","aitfma","2010-12-31","Class2","82"
"576","mkilpigd","tcr","2010-05-05","Class2","70"
"577","qmskcr","etx","2000-11-15","Class1","67"
"578","eibzkyff","ikvjwjqq","2008-09-09","Class5","81"
"579","hgiwf","vqfenj","2003-11-17","Class2","69"
"580","vlsvopw","sgpd","2002-04-20","Class3","71"
"581","zdlsfqy","tuyt","2001-07-30","Class4","72"
"582","jog","tuw","2010-10-13","Class5","68"
"583","crqd","cefto","2008-07-23","Class4","80"
"584","wtxa","ujm","2000-09-04","Class1","70"
"585","bau","wmtzjmkf","2004-04-01","Class1","77"
"586","tewdmf","pnjeb","2005-05-04","Class1","72"
"587","kble","dab","2006-08-17","Class3","71"
"588","itx","zgvmufic","2001-01-31","Class4","71"
"589","auv","ixrgjqwl","2004-02-06","Class4","78"
"590","jojumkz","urjpe","2001-08-25","Class1","79"
"591","xbfacedh","cwdaljou","2002-01-11","Class4","84"
"592","fuh","bhcwuh","2004-06-04","Class4","73"
"593","fqwt","tfbfjehn","2010-09-15","Class5","66"
"594","sgrnqcam","bhyb","2000-02-19","Class4","70"
"595","vhyjc","mlijntj","2002-02-19","Class1","71"
"596","unuuai","vhoohb","2002-08-28","Class2","70"
"597","otevj","yyahh","2010-11-23","Class5","73"
"598","viplekte","hxobtfqq","2002-01-16","Class2","68"
"599","iayu","ofk","2007-11-21","Class1","69"
"600","hwrtf","rwn","2010-10-06","Class2","71"
"601","wsffniea","ifs","2008-09-08","Class4","82"
"602","flebg","uei","2009-01-30","Class2","75"
"603","sjb","uablks","2000-02-23","Class1","68"
"604","htaiou","ggtbwhb","2006-05-07","Class5","70"
"605","vlfb","dhmdgdd","2002-03-13","Class4","75"
"606","gdgsre","rtmpax","2002-11-12","Class3","70"
"607","ahfwj","okvpe","2003-01-02","Class3","70"
"608","bielmv","mlzc","2002-03-11","Class5","84"
"609","yvqq","isy","2002-10-10","Class3","83"
"610","pvkbyx","mexptx","2000-12-27","Class3","65"
"611","eyursmdm","jwcdfoit","2009-06-09","Class5","84"
"612","njby","mpidjh","2003-03-06","Class4","66"
"613","vpsrph","sjavzval","2004-05-29","Class4","71"
"614","foimlces","vrfqm","2005-12-20","Class5","85"
"615","vkxa","cqjludz","2007-06-16","Class2","65"
"616","ovorot","xfmymyq","2005-07-29","Class1","67"
"617","yhjrundq","fwjk","2009-08-25","Class3","71"
"618","vqcou","jxjh","2005-08-29","Class2","73"
"619","hxjxenq","cpcandr","2002-09-23","Class2","70"
"620","uvpfjerj","kkicpo","2006-09-11","Class1","80"
"621","hkdhen","efvteert","2010-08-23","Class5","76"
"622","veg","iiu","2000-01-28","Class3","82"
"623","xsibnu","qhw","2007-10-22","Class3","65"
"624","amizd","segbdyl","2002-03-08","Class4","80"
"625","czxpbufm","rqqepr","2003-09-01","Class1","82"
"626","lfgd","dzotz","2010-02-09","Class4","72"
"627","agqg","ecvnpho","2003-07-12","Class5","84"
"628","uurzlg","nugrulm","2008-11-06","Class5","71"
"629","mdcd","agokej","2002-10-10","Class2","83"
"630","ykqhxtud","cqldw","2006-08-20","Class3","65"
"631","qamdky","uokqyc","2003-07-22","Class1","85"
"632","xzzbmag","waful","2001-03-29","Class4","84"
"633","cahh","hsvbmico","2005-05-28","Class3","65"
"634","wgwqkwjh","gxhz","2007-12-19","Class2","82"
"635","olbareu","dxvh","2005-08-18","Class4","69"
"636","bckfzp","pjot","2007-07-30","Class4","79"
"637","ygpt","usti","2006-05-22","Class4","85"
"638","yghhxm","etwa","2004-04-12","Class1","77"
"639","rihispp","idm","2002-11-29","Class5","72"
"640","uxpd","ymyeo","2008-05-08","Class4","83"
"641","ttyqtt","pdmq","2002-03-04","Class1","76"
"642","uitgy","jnmsrwhv","2008-11-10","Class1","78"
"643","hceukei","oajttbxb","2010-03-07","Class4","75"
"644","yafbwm","wyykg","2000-10-13","Class2","65"
"645","oorb","vyzktft","2008-07-19","Class4","70"
"646","apeo","pegoqj","2001-08-23","Class2","81"
"647","laprpyu","qee","2009-10-13","Class3","85"
"648","zmi","yxq","2002-10-12","Class4","76"
"649","czoxexk","lsy","2003-10-13","Class3","72"
"650","hhiyyz","nnzg","2001-12-03","Class3","80"
"651","byd","ntc","2010-05-28","Class4","83"
"652","nol","skrlfu","2001-02-09","Class2","70"
"653","eiirqmw","rvtixg","2001-07-30","Class3","84"
"654","wiavmh","roqwntdu","2000-02-12","Class5","81"
"655","sdey","kcug","2002-07-17","Class1","80"
"656","xsmew","njkcep","2000-03-07","Class1","74"
"657","nmzulae","qjktngi","2002-06-08","Class1","77"
"658","cjavyedb","adfa","2008-07-01","Class4","79"
"659","dgflfyj","ytbicwzx","2010-06-27","Class2","75"
"660","oisd","dyjano","2000-03-27","Class2","67"
"661","jzgkjb","tbma","2000-01-18","Class4","80"
"662","dmn","lfhstt","2002-08-02","Class4","82"
"663","qjyzqyp","pbtobff","2001-11-12","Class1","74"
"664","gdrbadv","pguqlkp","2005-07-15","Class4","80"
"665","uxzvvfzp","rdwbqgd","2009-05-08","Class1","65"
"666","sqoxj","vieinzu","2003-01-18","Class3","70"
"667","sqp","pkxjlsfu","2002-12-23","Class3","67"
"668","qxzjriy","qjju","2007-08-01","Class3","83"
"669","wazcpbtq","mrvirvbt","2000-11-11","Class5","78"
"670","vujo","afpnuja","2006-09-27","Class4","82"
"671","kvbg","ueydj","2007-03-24","Class1","70"
"672","zhzmub","lbkcfau","2000-07-26","Class2","84"
"673","trzsk","ojr","2001-03-01","Class1","71"
"674","jwj","fkepzsnt","2005-07-31","Class1","80"
"675","bbcloxc","eyq","2007-07-23","Class4","83"
"676","rab","jvf","2005-09-16","Class5","66"
"677","cmo","bgni","2008-03-30","Class4","76"
"678","buvhnb","fbjfboa","2000-12-20","Class1","78"
"679","glpneumw","nlh","2005-01-11","Class2","82"
"680","zwrwjr","hlp","2008-07-21","Class3","79"
"681","xexa","byhd","2005-03-21","Class1","65"
"682","iyigyqsm","ztyfwifv","2007-07-22","Class3","84"
"683","qnflocco","ziwgab","2007-11-30","Class1","75"
"684","bqf","cfrkoa","2000-01-10","Class2","76"
"685","chcvxbo","ahb","2000-11-27","Class1","70"
"686","vjoecs","zvwrt","2008-07-06","Class4","69"
"687","kkzue","oqywglr","2008-03-21","Class1","65"
"688","qlbfj","ueoukz","2008-05-06","Class5","82"
"689","zfgkimr","jbkz","2003-02-28","Class4","80"
"690","gxiyr","fnjyhvdh","2010-08-12","Class4","77"
"691","dvpfwkqy","xwqwjpik","2008-09-16","Class2","71"
"692","fcg","tohaqq","2001-07-20","Class5","76"
"693","hgxzeob","eie","2000-03-13","Class3","77"
"694","eesiu","qxfkubn","2007-06-19","Class2","75"
"695","dhoqmip","lwgapgc","2010-01-15","Class1","79"
"696","unhsthtw","udgmxux","2000-07-30","Class5","65"
"697","pcrgcvff","lwu","2007-11-27","Class3","85"
"698","ywwpljr","smflcnta","2009-08-06","Class4","67"
"699","cpjex","xszy","2007-11-21","Class4","69"
"700","svgmcem","vrxqf","2008-06-07","Class1","82"
"701","lebd","swowjb","2010-12-20","Class5","66"
"702","dmxjaol","nmnmwfy","2000-07-15","Class3","79"
"703","xxchm","ogj","2004-06-07","Class1","65"
"704","bbjtvcm","zskzapj","2000-09-25","Class4","68"
"705","nirxrhjh","kxwowoac","2002-02-04","Class2","85"
"706","xjrlwwo","ydtyjx","2006-04-19","Class4","74"
"707","voyyk","xxe","2008-06-19","Class5","71"
"708","hnjczzwz","hocwhtj","2006-06-11","Class2","70"
"709","owpqcvyx","ymxb","2009-02-27","Class3","79"
"710","gch","uuhibq","2005-09-27","Class5","82"
"711","zhqkfpo","mvg","2006-04-03","Class1","78"
"712","aoveeboj","jbsp","2003-09-07","Class2","82"
"713","raa","giga","2001-03-09","Class3","85"
"714","ugije","xwwuocpd","2001-03-16","Class2","84"
"715","ubze","kepyckn","2010-02-16","Class3","85"
"716","rcmnnib","dtk","2009-04-24","Class2","71"
"717","umwadf","wcob","2008-10-19","Class1","77"
"718","pudjpg","gttqegs","2000-10-11","Class1","82"
"719","jevwcq","amyesc","2001-10-17","Class3","73"
"720","lgkbgg","rtlqkes","2004-11-22","Class5","78"
"721","bhd","ipusq","2006-12-22","Class2","73"
"722","wgfozky","vdtk","2005-01-31","Class3","75"
"723","haqnxcr","ouk","2008-09-05","Class4","72"
"724","sji","yqb","2006-12-13","Class5","73"
"725","sgfuivm","ser","2000-11-22","Class2","71"
"726","oipwyax","qeva","2003-10-04","Class4","70"
"727","wjz","bqvrkq","2004-02-05","Class2","78"
"728","mfys","pcqdzxte","2001-05-23","Class1","71"
"729","gud","uai","2006-09-27","Class5","65"
"730","uuvjnp","zozzp","2001-12-11","Class3","72"
"731","iqrkqtfs","qbxtu","2000-05-04","Class5","83"
"732","uiswe","nvhdu","2002-11-10","Class1","84"
"733","xqchrovj","rsk","2003-07-21","Class1","75"
"734","bljziku","etebvq","2003-10-29","Class4","67"
"735","rncpm","bvxirpes","2002-03-12","Class3","66"
"736","lglo","olf","2004-04-14","Class2","83"
"737","hkluut","nwpa","2005-03-17","Class1","84"
"738","nskh","jql","2008-02-14","Class1","84"
"739","zigrgm","vktp","2002-03-20","Class4","85"
"740","ttidqd","qyamzus","2001-05-15","Class3","67"
"741","blbnzw","ksuc","2006-10-10","Class2","75"
"742","kqnaxa","knlkol","2007-09-21","Class3","70"
"743","kgcoxyn","jquwrjcr","2005-08-12","Class2","70"
"744","jrxkvf","hcihii","2002-10-13","Class5","74"
"745","xgzknfim","lmlgu","2007-07-10","Class5","74"
"746","uudo","emtg","2003-01-12","Class2","67"
"747","lwgs","drwgp","2005-08-06","Class3","79"
"748","wadwve","kkxc","2003-04-13","Class5","74"
"749","zzrpmk","tluqeruv","2003-08-05","Class3","71"
"750","hdybgzwm","oxjsftyh","2010-06-07","Class2","65"
"751","akrmct","dtxlpf","2009-02-27","Class4","81"
"752","atxicgpp","ooqkhpn","2000-08-20","Class5","81"
"753","rhggsn","jxkt","2008-04-02","Class3","74"
"754","qnd","iiafdtzj","2010-02-12","Class5","81"
"755","wgpdp","vayrx","2007-10-29","Class1","66"
"756","lhpy","txexuaz","2006-08-24","Class5","81"
"757","ejfcdx","hsm","2008-04-13","Class2","72"
"758","rnfelil","dalsvge","2006-12-28","Class4","69"
"759","nurrth","onhffkqa","2000-12-15","Class3","69"
"760","vavrqx","kmi","2004-05-11","Class4","67"
"761","euexk","cqk","2007-12-26","Class1","65"
"762","kjpq","jndetsv","2003-09-15","Class4","70"
"763","zmc","ofe","2000-10-02","Class3","67"
"764","eawqj","fsbhjfx","2008-07-25","Class4","85"
"765","hgfnkwqh","myp","2010-02-21","Class3","82"
"766","ymm","byieqmn","2007-01-09","Class1","67"
"767","zjmwx","zrab","2009-12-29","Class1","75"
"768","tuqbpl","pfatyx","2002-05-05","Class3","67"
"769","qud","pvquaf","2003-01-11","Class5","82"
"770","ajawzyow","awmodzgq","2005-02-13","Class1","84"
"771","yqotxzkh","oct","2004-10-14","Class1","81"
"772","ygkpci","rdir","2007-07-05","Class4","72"
"773","rbu","igxdwzy","2002-04-16","Class3","70"
"774","dudhuza","vplxqwgu","2002-08-16","Class2","75"
"775","gtgjc","rdda","2000-01-16","Class5","83"
"776","bsde","ybboobvp","2004-06-30","Class1","71"
"777","qwv","dwr","2002-04-28","Class4","82"
"778","qzbsov","lgyve","2009-10-10","Class1","65"
"779","elzb","bffqxhw","2008-09-03","Class1","68"
"780","siwvx","nas","2004-08-21","Class2","70"
"781","fku","sizmixo","2000-08-14","Class1","72"
"782","wunliyup","mvhapn","2009-06-23","Class1","70"
"783","hribycy","jsjuvbx","2001-10-08","Class1","68"
"784","adnioq","tbkgqka","2000-11-11","Class3","78"
"785","axlprin","nnmdq","2004-02-27","Class5","81"
"786","zjx","zytxwyge","2009-11-27","Class3","66"
"787","vpd","miptrlaq","2002-03-20","Class5","72"
"788","ielb","pwkzonx","2006-12-30","Class4","83"
"789","gtttqc","rmiuw","2010-05-22","Class4","76"
"790","eafe","tts","2004-01-15","Class3","65"
"791","reet","ogye","2003-01-31","Class5","84"
"792","xjjoagur","sxn","2005-10-17","Class2","73"
"793","vkqt","viiw","2005-02-23","Class4","85"
"794","vbelq","dana","2001-06-12","Class1","73"
"795","prpucaqp","omoh","2005-12-24","Class1","71"
"796","eadfrjdu","noevnkkb","2005-06-06","Class2","66"
"797","wwjwecjc","tuna","2002-07-10","Class1","74"
"798","soupk","ntbkmyb","2010-09-15","Class3","77"
"799","gxvvizkt","bqttja","2000-11-14","Class4","77"
"800","giu","klfxh","2010-10-04","Class2","66"
"801","iuejj","etxpuc","2004-06-05","Class1","78"
"802","crmwo","fxs","2001-10-15","Class5","84"
"803","uomfreq","uvmfyog","2005-06-28","Class2","65"
"804","pzkpcsmw","ajlfzbp","2002-07-13","Class4","77"
"805","secdehq","xgulhoz","2006-04-04","Class2","85"
"806","many","xobun","2007-09-27","Class1","76"
"807","kchtug","xjcrjxyo","2008-05-17","Class4","75"
"808","vxhx","vtryjfkl","2001-06-10","Class4","75"
"809","cog","beolpux","2010-09-08","Class5","70"
"810","czccmdl","yzhiqiy","2006-12-15","Class5","75"
"811","ethmoe","bguygbpd","2002-11-08","Class1","85"
"812","gmoycmoo","ywhc","2002-06-05","Class1","71"
"813","vyn","kfd","2000-04-12","Class5","70"
"814","oybh","jjurzjn","2007-04-04","Class1","73"
"815","trxgeih","ythnxsfg","2007-03-15","Class5","75"
"816","mwp","atvv","2001-08-27","Class3","65"
"817","eat","mrggi","2004-05-27","Class4","77"
"818","ppoealtc","oqcw","2002-11-08","Class4","78"
"819","xtivr","unrcwa","2002-01-07","Class1","74"
"820","gwduer","ewt","2005-07-22","Class4","80"
"821","iptcilmy","zbhyzyoc","2000-07-03","Class4","79"
"822","ydrngner","aoqhzq","2001-06-09","Class5","81"
"823","jimskob","qlluofcl","2006-03-16","Class5","65"
"824","ltc","yqrb","2001-12-25","Class3","81"
"825","uvlrj","lab","2005-08-13","Class2","84"
"826","siwn","xxm","2007-04-14","Class4","77"
"827","mpnw","jxnwj","2000-06-28","Class2","77"
"828","uetcqzwq","vmaafed","2000-10-16","Class2","65"
"829","rqtn","drwmo","2006-07-03","Class2","79"
"830","rbx","itpp","2003-01-03","Class4","76"
"831","zhzpfrh","cfxeasxu","2009-04-24","Class2","76"
"832","veiyybt","cbfrrqqq","2009-03-27","Class2","79"
"833","vrdcuo","ilbm","2010-04-01","Class5","80"
"834","bofo","slw","2000-12-21","Class4","80"
"835","ergxq","qnylay","2004-02-21","Class1","80"
"836","oqjbva","pkl","2003-02-13","Class4","82"
"837","uxtknx","jtz","2000-04-16","Class1","83"
"838","tgagdl","bchoxt","2004-08-28","Class5","73"
"839","hjobwxnt","ixabpccj","2001-05-12","Class5","79"
"840","mfcien","hmzevt","2003-06-20","Class5","76"
"841","kbsq","jfhch","2009-12-31","Class1","72"
"842","zjbvqg","gkkhs","2000-02-16","Class5","79"
"843","otdxa","muxv","2005-09-19","Class5","72"
"844","nxlse","pbuxieko","2007-07-05","Class1","81"
"845","vuaakb","xkplinm","2001-05-11","Class3","80"
"846","fvlpmeg","hwjs","2000-06-08","Class4","82"
"847","gca","grqjb","2008-09-27","Class5","77"
"848","yvmma","luxtun","2001-02-16","Class3","70"
"849","jlb","ksgokin","2000-05-04","Class2","84"
"850","fasm","jhqw","2006-10-21","Class5","71"
"851","jhblcx","xojsk","2009-03-02","Class4","66"
"852","cxwn","xnwmzrnq","2001-08-10","Class2","85"
"853","wnrbgu","kme","2010-08-16","Class5","82"
"854","zjfkw","yct","2005-03-03","Class2","83"
"855","isoiesx","fdbfnhh","2010-09-29","Class3","71"
"856","stpjyxd","yrciu","2002-05-09","Class4","70"
"857","cckprfa","fbt","2002-02-22","Class4","76"
"858","odkb","qzdni","2007-08-02","Class1","78"
"859","wdeocwd","gwnofzty","2006-06-24","Class5","68"
"860","wor","trzxao","2005-03-02","Class3","78"
"861","pmiq","kvv","2006-11-05","Class5","78"
"862","nalhym","cgpbde","2010-04-06","Class2","73"
"863","hcybqsao","dcqsws","2004-07-03","Class4","75"
"864","acjpjzc","jjqiqiub","2003-01-11","Class3","65"
"865","kgwlgm","kqbzb","2001-10-30","Class3","66"
"866","csfdblj","bjtb","2004-07-02","Class4","72"
"867","lfhpisti","jwfvsddu","2001-10-03","Class1","71"
"868","tyossw","qfa","2010-02-14","Class3","80"
"869","gueklvwk","eriiny","2008-07-18","Class2","85"
"870","gnhca","mihi","2010-04-24","Class4","69"
"871","wtptut","xpnmzzk","2004-11-08","Class3","67"
"872","xogv","bkqglgg","2005-12-09","Class1","68"
"873","snyaw","uucqjow","2005-03-05","Class5","78"
"874","xumdsfq","blwrfz","2004-03-19","Class4","76"
"875","phqn","dcj","2004-06-29","Class4","77"
"876","bxocf","lywswyrl","2003-01-29","Class5","72"
"877","ekpv","oeopa","2001-12-20","Class1","67"
"878","xibs","simvlo","2002-06-28","Class5","73"
"879","jumcvl","tcp","2006-11-11","Class2","74"
"880","aypga","clr","2005-08-12","Class3","67"
"881","gydlssrc","zffd","2006-08-06","Class4","80"
"882","raaofx","srj","2003-06-15","Class1","67"
"883","iqh","mhfv","2004-05-09","Class3","71"
"884","wfo","veuif","2007-02-19","Class2","84"
"885","pym","xsajjtwq","2000-03-07","Class1","66"
"886","ixfzmcrw","may","2006-07-25","Class5","73"
"887","rjqr","xdq","2009-09-04","Class1","75"
"888","hznfaqs","gaac","2002-07-07","Class2","65"
"889","skzss","jpmwrnz","2010-01-13","Class4","68"
"890","lddsjj","rjq","2001-09-29","Class1","80"
"891","wzaqtll","jdannrsq","2004-07-07","Class5","77"
"892","hoxj","rwnp","2010-06-26","Class3","79"
"893","eosfbgvd","yupdxib","2006-05-21","Class1","65"
"894","hmzhu","svyyl","2008-11-10","Class5","69"
"895","fgjap","rchmv","2001-02-09","Class3","67"
"896","sek","ddhkopi","2007-12-03","Class3","77"
"897","hmv","qrdghvv","2006-11-20","Class2","81"
"898","lpsui","cvczdb","2001-04-06","Class3","83"
"899","wojs","dhiqsr","2000-12-08","Class4","83"
"900","akyfdfsz","ylw","2006-05-28","Class1","72"
"901","zqrgiuaj","lwmmcn","2010-07-12","Class3","84"
"902","powuj","zkbela","2010-10-04","Class3","73"
"903","fcqoka","blva","2004-08-05","Class5","74"
"904","wrsgn","soh","2003-02-14","Class2","72"
"905","xmo","iqbaxpvh","2000-04-24","Class5","69"
"906","gtvm","yzyuoz","2008-02-29","Class2","72"
"907","qzfeg","cvtcd","2008-10-09","Class1","70"
"908","gunk","awapqhd","2003-02-11","Class5","81"
"909","kamzniv","ommxtep","2002-09-08","Class3","79"
"910","vjlqojgu","supynto","2007-01-20","Class1","70"
"911","tftwyq","sdvqr","2001-11-03","Class2","71"
"912","nyrlia","hjlvtuf","2004-09-19","Class2","85"
"913","ucomfcju","ahqejemy","2007-10-17","Class2","79"
"914","jzjkqokl","qftqe","2006-03-12","Class2","77"
"915","uoyga","kntqnq","2005-05-25","Class2","84"
"916","cyvkozzz","dljm","2005-08-03","Class5","78"
"917","clghd","jvowea","2001-10-19","Class3","74"
"918","zow","lafemwm","2006-09-01","Class3","68"
"919","jyioe","mtgc","2006-08-02","Class5","77"
"920","ipep","usrvwao","2007-12-03","Class3","71"
"921","mgjxs","uiohctl","2007-10-09","Class2","84"
"922","fjkjyi","djsm","2005-02-15","Class2","81"
"923","unx","gogu","2006-08-05","Class4","83"
"924","puynadv","vccllav","2004-12-24","Class3","72"
"925","cqx","kxgbdz","2001-09-11","Class4","82"
"926","zqjntsf","gzepiggg","2001-11-18","Class5","82"
"927","wtuy","ospzlj","2008-07-26","Class3","74"
"928","kjbqfj","yxhe","2007-10-09","Class3","67"
"929","dpnwf","psyebn","2004-08-27","Class2","71"
"930","wwkjsyxo","iqd","2007-09-08","Class3","77"
"931","nit","aplsl","2005-11-22","Class4","81"
"932","knvcb","sstxoq","2009-03-09","Class1","69"
"933","igpn","jrdqesg","2005-04-16","Class5","85"
"934","eakp","pmwjgw","2010-05-22","Class4","81"
"935","qqzmphj","jmwrbsne","2010-09-23","Class1","68"
"936","uxnonsyk","uyuz","2007-03-26","Class2","66"
"937","stlsg","xvn","2009-04-07","Class3","81"
"938","pipc","asslviqi","2004-07-14","Class2","65"
"939","xmmevb","nyeoaj","2006-04-27","Class1","77"
"940","ucmhvpx","vzxxk","2009-11-16","Class5","78"
"941","pwwsrojx","lppqb","2005-10-15","Class5","85"
"942","iacze","fnlniu","2004-06-22","Class3","85"
"943","fyca","oyjdb","2009-06-02","Class4","76"
"944","hvwawm","hhfktvx","2005-09-25","Class2","85"
"945","khhodbx","javkme","2005-11-02","Class2","73"
"946","lqo","xku","2008-08-26","Class2","73"
"947","prauba","lsjy","2009-02-23","Class2","67"
"948","xhftpxnb","oayvnr","2004-01-29","Class5","65"
"949","qkm","axowd","2003-05-07","Class1","65"
"950","nnbbdnx","awcp","2008-11-18","Class2","80"
"951","xhftyhfp","oxeufx","2001-02-27","Class1","68"
"952","swpajd","yfb","2003-01-13","Class5","71"
"953","pbha","nfsnts","2003-10-20","Class4","80"
"954","khmdtkjn","nlsik","2009-05-16","Class2","70"
"955","awdoqv","faiz","2008-06-25","Class4","70"
"956","injsziy","dicictj","2000-04-10","Class2","83"
"957","cljwzi","cphld","2004-07-25","Class1","81"
"958","lfdhkvcu","okvtyrv","2009-07-23","Class3","69"
"959","sqjoxtd","rxr","2001-09-14","Class4","69"
"960","mxosw","kufs","2009-11-17","Class1","72"
"961","lzsi","wjyziap","2010-06-06","Class4","67"
"962","vowy","tfdskbxc","2010-10-08","Class5","69"
"963","aqjmn","djtwoid","2005-06-01","Class5","77"
"964","fftirjhd","kyzbvl","2000-05-11","Class4","84"
"965","wod","skw","2010-01-05","Class4","82"
"966","hzyd","dpeqgii","2002-02-04","Class1","74"
"967","dljsl","huferbnc","2008-05-06","Class2","66"
"968","fgx","pefulp","2006-11-15","Class1","76"
"969","rtmfka","cbesoo","2000-12-15","Class2","65"
"970","cixwxvkc","tdcujrn","2006-06-17","Class2","76"
"971","plmwu","xxrvp","2006-08-16","Class4","67"
"972","calbugz","pbr","2004-08-01","Class1","73"
"973","rja","yelyez","2000-04-21","Class3","67"
"974","gphuh","nvflpj","2001-02-24","Class1","83"
"975","bqffbd","icnqh","2010-06-15","Class1","72"
"976","pblmfyn","gng","2005-03-07","Class4","68"
"977","tbgxaicc","bin","2010-07-24","Class2","85"
"978","mdce","vcljepaa","2001-10-15","Class1","85"
"979","uvih","gylnki","2006-03-25","Class3","74"
"980","dvyhv","etosgv","2001-07-20","Class3","69"
"981","big","lvu","2003-03-28","Class4","85"
"982","nfsut","tulnfgz","2007-12-16","Class1","80"
"983","xria","xsa","2006-03-02","Class3","84"
"984","orcbpcae","pydj","2003-02-26","Class3","83"
"985","egdkn","jggu","2006-10-16","Class3","75"
"986","boffhmie","ibnv","2010-11-28","Class3","73"
"987","okogubb","uxl","2003-07-20","Class3","70"
"988","ctzzb","ovboey","2002-08-13","Class1","82"
"989","rba","nhcqwf","2005-07-06","Class2","83"
"990","fzghvidd","eowalhx","2006-05-03","Class2","70"
"991","xgrchpd","reks","2001-02-28","Class2","67"
"992","wdibccoz","yesmmv","2001-01-04","Class1","83"
